"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2000","2000",42.552586191568,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2001","2001",43.415401027484,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2002","2002",43.871272906863,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2003","2003",45.575277786413,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2004","2004",49.436101809815,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2005","2005",54.041666947502,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2006","2006",58.960043715559,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2007","2007",65.019931571481,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2008","2008",65.951722356292,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2009","2009",64.254518852492,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2010","2010",63.696190113853,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2011","2011",63.248007924417,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2012","2012",63.217924893052,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2013","2013",63.438183368132,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2014","2014",64.556822832986,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2015","2015",67.844565693817,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2016","2016",73.062464412307,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2017","2017",78.625509609785,,
"ISL","Iceland","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2018","2018",79.38285500438,,
