"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"EST","Estonia","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2017","2017",0.18436818449134,,
"EST","Estonia","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2018","2018",0.16238515709319,,
"EST","Estonia","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2019","2019",0.16797556389076,,
"EST","Estonia","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2020","2020",0.16687707962933,,
"EST","Estonia","IND-EQUI-STOCK-BUS-GDP","Buses per one million units of current USD GDP","2021","2021",0.14323293811839,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","1995","1995",98.170730617057,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","1996","1996",85.00754126834,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","1997","1997",82.977834676619,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","1998","1998",79.532293193802,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","1999","1999",79.582141215358,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2000","2000",81.514428991216,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2001","2001",65.112302565707,"B","Break"
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2002","2002",54.382926356878,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2003","2003",43.951246768065,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2004","2004",38.793702782155,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2005","2005",35.009554950177,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2006","2006",32.52840186858,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2007","2007",23.33623310885,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2008","2008",22.696718621126,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2009","2009",27.782267763295,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2010","2010",28.29182167963,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2011","2011",24.727110625112,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2012","2012",26.157916262679,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2013","2013",25.026722903248,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2014","2014",24.515579392781,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2015","2015",29.557600456258,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2016","2016",29.209321094558,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2017","2017",26.962324198707,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2018","2018",24.374557390792,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2019","2019",25.57520457794,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2020","2020",25.778731355944,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-GDP","Passenger cars per one million units of current USD GDP","2021","2021",22.207854322836,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2013","2013",2.2862145189511,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2014","2014",2.2990090472145,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2015","2015",2.8826475824667,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2016","2016",2.9674534380094,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2017","2017",2.8642436848516,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2018","2018",2.7204493450442,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2019","2019",2.9199950590234,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2020","2020",3.0202360623803,,
"EST","Estonia","IND-EQUI-STOCK-LGV-GDP","Light goods road motor vehicles per one million units of current USD GDP","2021","2021",2.664288600014,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2013","2013",0.9763195092163,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2014","2014",0.93140053296073,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2015","2015",1.0910078005111,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2016","2016",1.055837671084,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2017","2017",0.9580534486209,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2018","2018",0.85231799124198,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2019","2019",0.88044805237206,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2020","2020",0.88242432059202,,
"EST","Estonia","IND-EQUI-STOCK-HGV-GDP","Heavy goods road motor vehicles per one million units of current USD GDP","2021","2021",0.75275940220806,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2008","2008",0.33039657264648,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2009","2009",0.38270545798122,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2010","2010",0.42334021844407,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2011","2011",0.39213415680843,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2012","2012",0.41986780441995,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2013","2013",0.40775205309262,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2014","2014",0.39734800017428,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2015","2015",0.47237396279836,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2016","2016",0.47210902670927,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2017","2017",0.44075286973383,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2018","2018",0.39827302655652,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2019","2019",0.41792809326584,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2020","2020",0.4119807788213,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-GDP","Road tractors per one million units of current USD GDP","2021","2021",0.35019068632511,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","1994","1994",1.5042591045282,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","1995","1995",2.2970359882893,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","1996","1996",3.3201610066163,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","1997","1997",3.786972101448,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","1998","1998",4.4136446402858,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","1999","1999",4.8185786092226,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2000","2000",4.7981903885868,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2001","2001",4.9253844242012,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2002","2002",5.2626236995686,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2003","2003",5.9180576631259,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2004","2004",6.6881949286265,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2005","2005",7.554021885553,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2006","2006",9.3509849199219,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2007","2007",11.024256347525,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2008","2008",13.179367133102,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2009","2009",13.9571304931,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2010","2010",14.773841040951,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2011","2011",17.49006922352,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2012","2012",26.66750334166,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2013","2013",29.387016814151,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2014","2014",32.142680547262,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2015","2015",34.601457951797,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2016","2016",37.11382515447,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2017","2017",39.237610294341,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2018","2018",41.254878110587,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2019","2019",43.610737223208,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2020","2020",45.623163813762,,
"EST","Estonia","IND-EQUI-STOCK-2WHEELERS-PC","Motorised two-wheelers per one thousand inhabitants","2021","2021",47.792073524417,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","1994","1994",4.3076510720581,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","1995","1995",4.8725005812197,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","1996","1996",4.7329954775169,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","1997","1997",4.6443997470588,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","1998","1998",4.5492715105659,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","1999","1999",4.4567716170687,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2000","2000",4.3371976077052,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2001","2001",3.9924646012758,"B","Break"
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2002","2002",3.8467394062421,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2003","2003",3.9132718571262,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2004","2004",3.8780228248505,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2005","2005",3.8338469487553,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2006","2006",3.9931393440797,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2007","2007",3.2147865262404,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2008","2008",3.2099559491134,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2009","2009",3.0850159046545,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2010","2010",3.1296118965809,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2011","2011",3.1308406638648,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2012","2012",3.2592523149688,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2013","2013",3.4112368996288,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2014","2014",3.5130025978571,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2015","2015",3.6262540795358,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2016","2016",3.6768785292486,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2017","2017",3.7680736975703,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2018","2018",3.761790106787,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2019","2019",3.9347410275696,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2020","2020",3.9375053590689,,
"EST","Estonia","IND-EQUI-STOCK-BUS-PC","Buses per one thousand inhabitants","2021","2021",4.0024584276282,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","1994","1994",230.97214795893,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","1995","1995",266.87381754852,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","1996","1996",287.22924793408,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","1997","1997",305.60150335647,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","1998","1998",325.32701946967,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","1999","1999",329.94208210933,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2000","2000",332.06011517661,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2001","2001",293.39932210228,"B","Break"
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2002","2002",290.49697321202,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2003","2003",316.60878954126,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2004","2004",345.80969505706,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2005","2005",364.47380561348,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2006","2006",411.35126706811,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2007","2007",390.67189784289,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2008","2008",412.70969044717,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2009","2009",408.90660651997,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2010","2010",415.09153382527,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2011","2011",432.42288346206,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2012","2012",455.23158760592,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2013","2013",476.90927976316,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2014","2014",496.71179001099,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2015","2015",514.3624748842,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2016","2016",534.39454624218,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2017","2017",551.04965598489,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2018","2018",564.6573276237,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2019","2019",599.08598852361,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2020","2020",608.25544819868,,
"EST","Estonia","IND-EQUI-STOCK-PASSCAR-PC","Passenger cars per one thousand inhabitants","2021","2021",620.56964593232,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2013","2013",43.566108268835,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2014","2014",46.580375719355,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2015","2015",50.16394165456,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2016","2016",54.290578283769,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2017","2017",58.538740412818,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2018","2018",63.021520041574,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2019","2019",68.399379605667,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2020","2020",71.263205873991,,
"EST","Estonia","IND-EQUI-STOCK-LGV-PC","Light goods road motor vehicles per one thousand inhabitants","2021","2021",74.450084602369,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2013","2013",18.604746444795,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2014","2014",18.871168351026,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2015","2015",18.985758780362,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2016","2016",19.316912273235,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2017","2017",19.580471601295,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2018","2018",19.744670293054,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2019","2019",20.624041938416,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2020","2020",20.821016876742,,
"EST","Estonia","IND-EQUI-STOCK-HGV-PC","Heavy goods road motor vehicles per one thousand inhabitants","2021","2021",21.03488382577,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2008","2008",6.0078229588135,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2009","2009",5.6327579682506,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2010","2010",6.2111567997897,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2011","2011",6.8575655830513,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2012","2012",7.3070456098756,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2013","2013",7.7701239077175,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2014","2014",8.0506943467131,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2015","2015",8.2202694679289,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2016","2016",8.6373965450414,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2017","2017",9.0080037407468,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2018","2018",9.2263329846132,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2019","2019",9.7897502294826,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2020","2020",9.7207868692658,,
"EST","Estonia","IND-EQUI-STOCK-ROADTRACTOR-PC","Road tractors per one thousand inhabitants","2021","2021",9.7856239086595,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2012","2012",0.05756076987651,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2013","2013",0.05964384098552,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2014","2014",0.06454135994516,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2015","2015",0.07081459296182,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2016","2016",0.07402536608851,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2017","2017",0.04798623979912,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2018","2018",0.04483306267624,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2019","2019",0.04462403890375,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2020","2020",0.04481932644868,,
"EST","Estonia","IND-EQUI-NEWREG-2WHEELERS-GDP","First registrations of motorised two-wheelers per one million units of current USD GDP","2021","2021",0.044204045479,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","1997","1997",0.00931245280448,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","1998","1998",0.01234551755515,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","1999","1999",0.01197115270081,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2000","2000",0.0107190394312,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2001","2001",0.01438868184141,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2002","2002",0.01207915318997,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2003","2003",0.01114017895785,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2004","2004",0.00477528850015,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2005","2005",0.00680650750378,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2006","2006",0.00939428080795,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2007","2007",0.01069312621691,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2008","2008",0.00592270714068,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2009","2009",0.00570214331434,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2010","2010",0.00859989802885,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2011","2011",0.00409235910104,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2012","2012",0.00677696611376,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2013","2013",0.0092372303796,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2014","2014",0.00702107871422,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2015","2015",0.01013509288534,,
"EST","Estonia","IND-EQUI-NEWREG-BUS-GDP","First registrations of buses per one million units of current USD GDP","2016","2016",0.00714498483009,,
